"lingua","proverbio","interpretacao"
"Kikongo","Yela vumbu dya nwa izaya zenza kawa menga ye mafina","Sofrer de um abcesso na boca, é saber o sabor do sangue e do pus.O  provérbio indica que quem já sofreu conhece o valor do sofrimento dos outrose pode ajudá-los."
"Kikongo","Ye natamo kwandi, ambut'atala mo","Vou provocar um acção antisocial, são os mais velhos que hão de resolvê-la. Estas palavras são atribuídas aos jovens delinquentes que declaradamente fazem recair sobre os seus parentes as consequências das suas desordens sociais."
"Kikongo","Ye nkalawonga mbulangene yandi, ye nyoka untele yaukulusumbula ye sumbula,","O lagarto que encontrei e a serpente que me mordeu são  todos perigos seguidos.Trata-se de uma sucessão de incidentes perigosos, todos semelhantes, sobre osquais o desgraçado apela para a vigilância da  sociedade com vista a conjurá-los eevitar a repetição de tais encontros estranhos e infelizes."
"Kikongo","Nkindisa kwani, wau e fungutu kya koko kyasalakikakunsonganga yovo: ye nsadisa kwani, wau mukumvumisa, e fungutu kya koko kyasala kikakunsonganga","Ajudei-o a curar, e eis que ele me ameaça com o coto ou resto do braço que lhe ficou."
"Kikongo","Yeto awonso mbombo munsi zatala","Todos nós, temos os narizes virados para a terra.Todos nós somos mortais."
"Kikongo","Yeto tumvuka mi dya, mi yaluka","Somos como largatas que comem numa árvore e emigram para uma outra. Diz-se das pessoas que não estão permanentes num mesmo lugar."
"Kikongo","Yeto tuyolela vo katuvelela ko, ngeye diaka va zoleleyolela","Nós que nos banhamos neste rio ainda não somos limpos, e tu também queres  te lavar nele? Este adágio exprime o sentimento egoísta,  exclusivista e de rejeição que manifes-tam certos residentes, regressados ou imigrantes num país, que se consideram os primeiros ocupantes da terra em relação aos novos imigrantes."
"Kikongo","Ye vovela ku mbundu ame","NANI OKONDA MBUNDU?Quero falar com o meu coração.  Mas quem não tem o coração?Diz-se de alguém que pretende inibir-se de falar sob pretexto de falar consigo próprio, ignorando que os outros sabem também interiorizar os seus sentimentos."
"Kikongo","Yinkodi yole kuna ntu nkweno lufutu (lufita)","Duas sovas na cabeça de alguém são uma prova de maldade."
"Kikongo","Yitu kaisolwangwa ko, akundi asolwangwa","Não se escolhe os seus pais, só amigos que se pode escolher."
"Kikongo","Zalunga ibosi zivova","Os instrumentos devem estar completos para tocarem.  Diz-se de um conjunto musical cujos instrumentos devem estar completos antes de tocar.  O provérbio refere-se, por extrapolação, a um grupo de pessoas que devem estar presentes para se tomar uma importante decisão."
"Kikongo","Zandu dya tá na mbwa, kwenda moko nkatu, vutuka mpemoko nkatu","O cão foi ao mercado com as mãos vazias, e voltou do mercado também com as mãos a abanar.  Diz-se de alguém que sai da sua casa todo o dia e regressa à procedência talvez com o ventre  cheio mas sem trazer nada."
"Kikongo","Zandu kana diwongele, mpolo (ndose) a ko kayivilanga ko yovo: zandu kani diwongele, mpolo yovo ndose a nzitu ka yivilanga ko","Por muito cheio de gente que um mercado pode estar, a cara do sogro presente nele não pode passar despercebida.  Este provérbio mostra que em certas concentrações de pessoas, parentes e amigos encontram-se fortuitamente, por afinidade ou por simpatia atractiva."
"Kikongo","Zasala toko z'andumba","O dinheiro ganho pelo jovem destina-se às mulheres.  A propensão para extravagância do jovem homem leva-o a gastar, a contento, o seu dinheiro para agradar às mulheres."
"Kikongo","Zaya dyambu kutuka, kuzayi dyambu kukwenda ko","Sabe-se algo do local da procedência mas não do destino. Sabe-se a situação do ponto de partida e não a do destino."
"Kikongo","Zayana kuke, monana kulutidi yovo: zayana kakubadidi ko, monana kubadidi, kadi ntete muzayana, monana kuvitanga","O prazer de se conhecer é menor do que o prazer de se encontrar.  «O prazer de encontrar é maior do que a alegria de conhecer, pois o encontro precede o conhecimento da coisa valiosa encontrada»."
"Kikongo","Zitisa, ngeye mpe ibosi osinga zitiswa","Respeite os teus semelhantes e serás também respeitado. «Salvo o respeito que te devo, salvo o teu respeito»."
"Kikongo","Zola, vuvu ye lukwikilu, i makunzi matatu manatang'e nza, ye zingisa muntu","Amor, esperança e fé são os três pilares que suportam o mundo e sustetam o homem.  Onde não existe este tripé, a vida não tem sentido."
"Kikongo","Zowa kakondanga kanda ko","Um ignorante não falta em nenhuma família. Há ovelha ranhosa em todas as famílias."
"Kikongo","Zowa lukisa kwani nkwa ngangu","Um tolo pode aconselhar um homem inteligente."
"Kikongo","Zowa muntu ukumvwanga","Um tolo tem sempre um parente. Um néscio é sempre útil numa família."
"Kikongo","Zowa nkwa ngangu ukunlukisanga","É um manhoso que torna um bobo esperto.  O homem astucioso transforma um ignorante em homem prevenido."
"Kikongo","Zu dya nkunga kadibadidi ko, tolo kya nkunga kibadidi","A melodia de uma canção é menos importante do que o sentido das suas palavras.  Uma canção é sempre uma mensagem dirigida a um grupo determinado de destinatários ou a toda a sociedade."
"Kikongo","Zumba kavwanga mwana ko","O adultério não gera paternidade."
"Kikongo","Zundu sik'e mpungl ezi yavita sika ntete iza ntundulo meso.","Rã gigante, toca a trompeta! Não posso, pois, por causa das primeiras que tinha tocado tenho os olhos à flor do rosto.  «Gato escaldado de água fria tem medo»."
"Kikongo","A engi adilanga mu longa se adila va makaya, ay'adilanga va makaya se adila mu longa","Muitos dos que comem nos pratos comerão cedo ou tarde sobre as folhas e os que comem sobre as folhas comerão nos pratos. Este provérbio ensina-nos que tudo, neste mundo, está sujeito a inúmeras vicissitudes, e que ninguém sabe hoje de que será feito o amanhã, pois que, de um lado,segundo Cândido Figuereiro, «nada há seguro na estrada da vida» e que de outro lado, «não há bem que sempre dure, nem mal que não acabe»."
"Kikongo","A engi avwandanga va kyandu, se avwanda va ntoto,avwandanga va ntoto se avwanda va kyandu (kyandi)","Muitos dos que se assentam nas cadeiras, assentar-se-ão no chão, e os que estão sentados no chão assentar-se-ão nas cadeiras. Este provérbio, como o primeiro, significa que neste mundo tudo pode mudar, pois «nada na vida é permanente»."
"Kikongo","An'a futanga mbi ivanganga mase mau yovo n'ndia mfuka 5, kansi meuti à mfuk a: mwana","O filho sofre da maldade do pai - ou quem se individa é o pai, mas quem paga a dívida é o filho. O mal que comete um homem o segue e afecte directamente na sua cane, ou indirectamente através dos seus filhos."
"Kikongo","Didi nkeka, bundu ya nkeka nani didi yo?","Comeste a planta nkeka, quem comeu os seus frutos? Este provérbio significa que a aceitação de uma parte da verdade não iliba das consequências do mal cometido. «Quem aceita o principal, aceita também o secundário», «Quem aceita o problema, aceita também as suas consequências»."
"Kikongo","Dilu ka mvuluzi ko","O chorar não salva e as tristezas não pagam dívidas. "
"Kikongo","Dya mbimbu osila vovo yovo: dya ndofi yovo sya nsilu wasila vovo.","Tome a firme determinação de parar e não voltar mais a cometer o que é mau. É uma obrigação feita a alguém de mudar o seu comportamento uma vez para"
"Kikongo","E mbongo, e mbongo, pí-f! e muntu, e muntu, kongo (yovo = ingeta = kalunga).","Dinheiro, dinheiro, sem resposta. Homem, homem, aqui estou! Quando se chama o dinheiro, ele não responde, mas quando se chama o homem, ele responde: presente!. O provérbio mostra que o homem vale mais do que o dinheiro. O dinheiro foi feito para o homem mas o hornem não foi feito para o dinheiro."
"Kikongo","Ende (wende) mbwa, nki diambu widi muna nw'a mbwa?","Bateu o cão, mas o que ouviu da boca dele? Nunca condene o réu antes de ouvi-lo."
"Kikongo","Fwa mfwidi kala, nsudi a wola itina diak' e?","Eu que já estou morto, vou ainda ter medo de apodrecer? «A ovelha morta já não tem medo do lobo» (Prov. Turco - Rosa Sha). Feito o mal, assume-se as consequências, venha o que vier. «O que não tem remédio, remediado está»."
"Kikongo","Ivwidi nkumbi andi madioko kadila yo, ngeye vo lukukak' e?","O dono da caçada quer comê-la com mandioca, porquê queres que seja só com a farinha de mandioca? O dono é o único a decidir do uso do que lhe pertence."
"Kikongo","Kana bakama mu koko, lenda vuluka, kana bakama mu nwa vonzai","Se for apanhado pelos braços, poderá ser salvo, mas se for apanhado pela boca é perigoso. Os erros cometidos pela boca são dificilmente perdoáveis. Portanto, sejam prudentes nas suas palavras. «É melhor deslizar com o pé do que com a língua» (Ahigar)."
"Kikongo","Kana ka nkata ibwidi ko, e vundu mpe va kitomene yovo iva kikani.","Mesmo se almofadinha não lhe caísse, era também o lugar em que queria descansar do fardo. «Quando o operário é mau, nenhuma ferramenta presta» ou «os maus operários queixam-se sempre das suas ferramentas»."
"Kikongo","Kana kunenge, kia kaka kukia, yovo: kana kuzingidi kia kaka ku kia.","Ainda que a noite demore muito tempo, amanhã será um outro dia. «Não há uma noite que dure sempre»."
"Kikongo","Kana sumba nsengo a mpa, kulozi ko kudi (yovo nsengo a nkulu) yovo: kana sumba sengele kya mpa, kulozi ko sengele kia nkulu.","Se comprares uma nova enxada (ou um novo machado) não deites fora a antiga enxada (ou o antigo machado). Se tiveres um novo amigo, não abandones o antigo."
"Kikongo","Kana tá dio, wanuka diau yovo: kana vova dio, wanuka diau.","O que disseste, deves assumi-lo ou sê responsável pelo que disseste. «Quem boa cama fizer nela se deitará»."
"Kikongo","Kan' avuka mbele va moko, wete azolele yovo: kan' akatula mbele va moko, wete azolele. yovo: ukatwidi mbele va koko wete kazolele.","Quem te arranca uma faca das mãos, quer o teu bem. «Quem te impedir de cometer um mal, liberta-te da condenação da sociedade e da tua própria consciência»."
"Kikongo","Kana vwa nkombo mbakala, vava nkombo nketo, kana vwa mbwa mbakala, vava mbwa nketo","Se tiveres um bode, procura uma cabra. Se tiveres um cão, procura uma cadela. Estas máximas são evocadas quando os pais de um rapaz apresentam o pedido de casamento do seu filho à família de uma noiva. O bode e o cão representam o noivo, e a cabra e a cadela simbolizam a noiva."
"Kikongo","Kana wana fundá ku fula vata sisa, oyosisa kio mambu ka mona","Se encontrares um embrulho na entrada da aldeia deixa-a, pois quem o abandonou teve apuros. Este embrulho pode ser a boceta de Pandora que sob a aparência sedutora — de encanto ou de beleza — pode ser uma fonte de muitos males."
"Kikongo","Kana zaya wuta, zaya nkunga yovo: kana zaya wuta zaya sasa.","Se puderes gerar crianças, sabe tambem canções para acalantá-las. Este provérbio significa que quem tiver crianças deve saber a linguagem de canções que agradem, acalentem a dor, eduquem e ensinem-lhes o caminho da virtude. «Quem planta uma árvore deve regá-la»"
"Kikongo","Kana zinga kwa kwingi se wa mona iva fwila nza (primeira variante), wakwama zinga, se wamona iva fwilensi(segunda variante), zinga kwa kwingi, mona va fwila ntoto(terceira variante)","Se viveres muito serás testemunha do fim do mundo. Mais um homem se torna velho, mais ele assiste a uma série de eventos infelizes na sua vida como a perda das suas faculdades, dos seus entes queridos, seus próprios bens e experimentará, consequentemente, a falta de um devido apoio da parte dos seus. O homem presencia o fim do mundo quando já não pode adaptar-se a um mundo em que, para ele, «tudo cansa, tudo quebra e tudo passa»."
"Kikongo","Kasumbilanga ngumba mu nkutu ko yovo. ngumba kasumbilwanga mu lamba ko.","Não se compra perdiz no bolso ou gato por lebre. Não se pode concluir um contrato sobre um assunto desconhecido."
"Kikongo","Katula ntete ikina va seka, ikina mu kati ibosi kilanda yovo kimona nzila.","Tira primeiro o que está na sala de estar, o que está no quarto de dormir seguirá. O provérbio aconselha de fazer as coisas da vida seguindo a ordem de precedên-"
"Kikongo","Kayilwa ka kayana ko","Dar ou doar não é mear ou dividir por metade ou equitativamente «O mendigo não pode escolher.»"
"Kikongo","«kati nkye nuni iwolele vava?»: mwene nsala ye mavusl oyuvulanga diaka?","Que ave apodreceu-se aqui? Viu as asas e a penugem e pergunta ainda? Este provérbio é utilizado para responder a alguém que faz uma pergunta pela qual já tem a resposta pelo aquilo que está à vista."
"Kikongo","Keva ka ndambu ko, vonga k'awole ko","Ser pequeno não é ser meio-homem. E ser grande não vale por dois. Esta máxima é uma resposta a pessoas arrogantes que tentam imporem-se pela importância de sua estatura e pelo desprezo dos semelhantes de baixa ou pequena estatura."
"Kikongo","Kidya mene ma sika lunda kyo yovo: kidya nsyuka, makani nkokela","O que se come de manhã deve ser conservado na véspera. «Poupa para o que der e vier»."
"Kikongo","Kinini kansi kubwengete yovo: kuvwengete ko.","Dançaste mas não vibraste. Refere-se a alguém que se limitou a fazer um bom pronunciamento sem conclusão."
"Kikongo","Kyokyo udyanga ikikudya yovo: muna dya mutuka kimankikudya.","O que come é o que vai te comer. «Das grandes ceias estão as sepulturas cheias»"
"Kikongo","Kons'oma mabwa, mabwa kwandi, ambuta atala mo yovo alanda mo.","«Aconteça o que acontecer», são os mais velhos que tratarão do que acontecer. Este provérbio exprime um sentimento de irresponsabilidade da parte de quem o utilizaria."
"Kikongo","Ku kwenda ye nunu ko, avo izeye nziv'andi?","Não vais com um velho, mas que fazer se é ele que conhece o seu caminho? Recusar um serviço vital por desprezo de quem o possa prestar é dar prova de uma indigência de espírito. «Siga o chefe, mesmo velho, se é o único que conhece o caminho», «Siga a pista mesmo sinuosa, se é a que leva ao destino»."
"Kikongo","Kutawelela mate mu longa utadila (udilanga) yovo: kutawelela longa utadila mate ko, kuyivisi vena udilanga ko.","Não deves cuspir no prato em que tu comes. «não deves ferir quem te quer bem»."
"Kikongo","Kutukidi nkinzi nzala","Depois da festa suceda a fome. «Passada a festa, ficam as dívidas e a roupa suja» (Prov. Judaico - R. Sha)."
"Kikongo","Kuvingidi mbasi ko mu vang'oma lenda vanga unu","Não adies para amanhã para fazer o que tu podes fazer hoje. «Não presumas do dia de amanhã, porque não sabes o que produzirá o dia» (Bíblia - Prov.27:1)."
"Kikongo","Kwa sina, e dyambu tuku (konso dyambu dina ye sina kyandi)","Um inhame tem uma semente, um problema tem uma causa. Nada vem do nada."
"Kikongo","Lambila mazi, maza fuki yovo: lambila mazi, mwamba fuki","Cozinha com óleo e não com água (ou mwamba = manteiga de amendoim) que demora muito tempo para cozer. Este provérbio é utilizado para pressionar a realização de um compromisso da parte do pedinte após acordo dado pela parte solicitada."
"Kikongo","Lemvokela na kongo ka wayi ko yovo: lemvokela kimfumu ka wayiko","Obedecer a autoridade não é tornar-se escravo.  «Obedece se quiseres ser obedecido um dia» (Voltaire)."
"Kikongo","Lemvo wa nkento dikila, vo kundíkidi ko usisidi","A obediência de uma mulher depende do seu mantimento pelo marido, de contrário, ela o abandona. A união de um homem e de uma mulher é um contrato de vantagens recíprocas consubstanciadas em «dar e receber»."
"Kikongo","Natiswa matadi","Ser um bonacheirão leva a ser carregado de pedras. «Quem se faz mel, abelhas o lambem»."
"Kikongo","Lenda kayila muntu konda kwa kunzola, kansi kulendi zola muntu ko konda kwa kunvana ntim'aku ko","Podes dar uma coisa a alguém sem o amar, mas não podes amar alguém sem o verdadeiro amor reside no sacrifício de uma parte do teu coração."
"Kikongo","Lenda yala mvumbu aku, kansi kulendi yala mbundu andiko","Pode ser o mestre do seu escravo, mas não pode ser o mestre do seu coração. Com efeito, ninguém pode ser o mestre do coração de um outro a não ser que ele lhe dê prova de um amor verdadeiro desprovido de todo interesse egoísta, pois «as virtudes perdem-se no interesse como os rios no mar» (La Rochefoucauld)."
"Kikongo","Lomba i bosi uzay'0oy'okukayila, yovo oy'okuyimina","Pede e saberás quem te ajudará e quem te recusará a sua ajuda. «Põe-te na cama e torna-te doente e saberás quem te quer bem e quem te quer mal». «Não se dá de mamar à criança que não chora» (Provérbio Turco — R. Sha)."
"Kikongo","Longa muntu udilanga dyo uvondanga dyo yovo uwulanga dyo","Quem usa o prato é quem o parte. Este provérbio ensina que o prejuizo de uma coisa é muitas vezes causado pelo seu usuário do que por um alheio."
"Kikongo","Kina ye nzitu ngangu (yovo ndeko) mu malu","Dançar com uma sogra é preciso prestar atenção aos movimentos dos pés.Dançar com uma sogra significa tratar com uma pessoa importante ou susceptível.Para tratar ou viver com tais individualidades, é preciso ser cauteloso e prudente nas palavras e nas acções, evitando na medida do possível toda familiaridade pois, a falta de cautela fere a susceptibilidade, e «a familiaridade gera o desprezo»"
"Kikongo","Kok'ankokele, e ngeye kokela komwene kyoko e?","«Fui arrastado pelo beiço (levado de rastos) para o mal» mas tu não viste o rasto?«A vontade coagida nunca deixa de ser vontade» e «quem se queixa, alhos come»."
"Kikongo","Ku vata dyampa tukwenda vamosi tutungila, kwaku tutukatutungila va mosi (kwaku tutuka tuwisananga)"," Na nova aldeia, habitaremos juntos, mas é bom que neste antiga mostremos que nós nos entendemos bem. «É o presente que assegura o futuro»."
"Kikongo","Lenda tanginina yovo sokulula muntu kansi kulendi kumewana ko nadede","Podes imitar alguém mas não podes igualá-lo totalmente.Uma pessoa imitada é como um marco ou um ideal a atingir O imitador fica aquém ou vai além deste marco ou ideal. Daí, diz-se: «imitado mas nunca igualado»."
"Kikongo","Lemvo kausaki, ngolu kazisaki","Não sejas nem muito dócil, nem muito duro, esteja tu no meio.«Pelo meio, irás com toda a segurança, pois os extremos são perigosos» (Ovídio — Metamorioses, v. 137). «Não seja muito doce, seria engolido não seja muito amargo, seria cuspido» (Prov. Aramaico — palavras d'Hahigar)."
"Kikongo","Lomba kwa mbuta mu meso","Um velho manifesta suas necessidades pelo seu olhar.«Um olhar é, em qualquer país, uma linguagem» (G. Herbert).Um velho exprime as necessidades pela sua atitude, preferindo submeter-se à privação do que solicitar o favor de uma pessoa indiferente cuja recusa agravaria ainda mais a sua humilhação. «Quem não pode compreender um olhar, não pode compreeender longas explanações» (Prov. Árabe)."
"Kikongo","Longa mwana mu kileka se kazay'e nzil asikila kalanda mu kimbuta","Educa a criança na sua infância, ela escolherá o bom camimho a seguir na sua vida."
"Kikongo","Longi kakala mvutu ko yovo: longi kadivaninwanga mvutuko."," Um conselho aceita-se, não se discute.  «Ama os conselhos e não os louvores» (Nicolas Boileau). «A morte é sempre imprevista, sobretudo quando a vida é grande e parece necessária» (Guizoy).  «A morte não perdoa ninguém, ainda que seja o Papa. Não tem respeito para ninguém: tudo por ela passa e côa  coisa viva não lhe escapa» (A. Ribeiro Chiado). saire» (Guizoy). Ribeiro Chiado). 161 sary» Guizot). nothing can escape it». (A. Ribeiro Chiado). LUFWA KINZU KYA MATE YE MATE. A morte é uma panela que se enche com a saliva de toda a gente. Esta máxima é similar ao provérbio «A união faz a força. LUFWA LWAFWA NANKEWA: NTU MU NTAMBU, NKILA MU NTAMBU. É a morte do macaco: a cabeça está na armadilha, a cauda também na armadilha. «Estar entre a espada e a parede» ou «não saber a que porta há-de ir bater» ou ainda: «estar entre a cruz e caldeirinha»."
"Kikongo","Lumbembeleka tá mambu, mama i mambu !"," Borboleta, conta a história!: «O que acabaram de ouvir é a história que eu tinha de contar». São palavras de um porta-voz  indigitado de reportar em nome do grupo sobre um assunto em discussão, e o qual, depois de ter contado a história, acaba por esse provérbio que significa «tenho dito o que tinha de  dizer». de conter»."
"Kikongo","Luzitu lwa nketo, yakala"," A honra da mulher reside no marido. Uma mulher sem marido não se sente segura e realizada."
"Kikongo","Mata nsambwadi va koko konso muntu kalengoziola iwandi"," Há sete espingardas no canto da casa. Cada um deve cuidar da sua própria. «O seu a seu dono»."
"Kikongo","Matina, mwan'a tuma nkuni ye maza"," A fuga é uma boa filha a quem se pode mandar buscar lenha e água. «A fuga é filha da segurança, pois vale mais uma boa fuga do que uma má esperança».  «Mais vale fugir e salvar a cabeça do que perdê-la como héroi» (Prov.Persa - Rosa Sha).  «Quem fugiu pode voltar a combater» (Demosthêne, que tinha fugido à batalha de Cheronée, citado por Plutarque, citado por M.Maloux — Larousse).  «Na sombra, o fugitivo é vencedor do perseguidor» (Euripide)"
"Kikongo","Mbadi didi mfumu andi, nga yani mbadi isidi e?"," O micróbio-mbadi matou o seu chefe, mas sobreviveu ele próprio à sua vítima? Este provérbio mostra uma atitude de desdém de uma pessoa para com um mal irremediável que a  condena à morte. Esta vítima considera o seu caso com abnegação e sem queixa, mas com a convicção de que, depois de ser consumida, o próprio mal perecerá também."
"Kikongo","Mbele kanda kana yilweka, vutula mu kutu (yovo mu luketo)."," Se a faca da família te ferir, devolve-a no estojo e nas tuas ancas.  Um chefe deve suportar com a indulgência o mal que recebe da família."
"Kikongo","Mbundu a nkaz'ame i mbundu ame! imena ku mbundu ame zeye mo e?"," O coração de meu cônjuge é meu coração! Sabes o que está no meu coração?  Por não saber o que pensa o coração alheio, ninguém pode pretender afirmar que o seu coração é igual ao de seu cônjuge."
"Kikongo","Mbuta ka bwe ko, nga nzevo makunzi e?"," Um velho não pode cair, mas será que a sua barba é um pilar? Como o homem é imperfeito, portanto todo chefe é também falível. «No melhor pano cai a nódoa  e não há bela sem senão»."
"Kikongo","Mbuta kafwe mfune ko, nzemvo makunzi e?"," O mais velho não pode desmaiar de fome, será que a sua barba é um pilar para o sustentar. A idade fortifica o espírito do homem mas debilita as suas forças físicas.»"
"Kikongo","Mbuta ka bwe ko, nga nzevo makunzi e?"," Um velho não pode cair, mas será que a sua barba é um pilar? Como o homem é imperfeito, portanto todo chefe é também falível. «No melhor pano cai a nódoa  e não há bela sem senão»."
"Kikongo","Mfeumu makonzo mantwa yovo manyukuta."," O chefe vive da reverência dos que o convidam ou dos que ele convida.   Que o chefe convide ou seja convidado, ele deve ser sempre tratado com reverência."
"Kikongo","Minwana nzitu aku kunwana mio ko, nki nzingu uvingilanga (ovingila)?","  Se não intervires na luta que trava o teu sogro, que tipo de luta esperas tu?  O provérbio indica que quem não ajuda um parente por aliança não é um bom amigo. «No aperto e no perigo se conhece o amigo ou amigos»."
"Kikongo","Mono yekinina mu mbanza sungula mu vata diekivwila yovo: mono ye vovela mu mbanza sungula mu vata dye kivwila."," Tendo eu sabido dançar (e falar) na grande cidade, posso, com mais razão, fazer melhor na minha aldeia. «Quem pode o mais, pode o menos»."
"Kikongo","Moso luteka ma tunwa yovo moso maza luteka, matunwa."," A água que vocês trouxerem é que beberemos."
"Kikongo","Mpaka ye mbuta matula (yovo vakama)"," Uma discussão com um velho é uma contenda ou desavença. Os jovens devem conversar com os velhos e necessariamente evitar toda disputa com eles."
"Kikongo","Mpambu a nzila mundiy'e kula"," A bifurcação é um ponto de separação da caminhada comum. A incompatibilidade dos interesses causa o fim da união das pessoas."
"Kikongo","Mpolo yezita, kosi dialevoka yovo: luse lwazita, kosi dialevoka."," O rosto é respeitado, mas a nuca é desonrada. «O rosto vale mais do que o occipício» (Catan o Censor). O homem é respeitado na sua presença, mas é desonrado na sua ausência. Daí: «quem não aparece, esquece»."
"Kikongo","Mpond'a nene ka mbakilu ko yovo: mpond'a nene ka ndiluko.","  O cinturão não é um meio digno para aproveitar dos bens alheios. Este provérbio ensina-nos que «a força não é um direito», e que «mais vale boa nomeada que cama doirada»."
"Kikongo","Mpuku lutidi kala, ntambu nsukinina yovo: mpuku lutidi kala ntambu ku nima."," O rato já passou, a ratoeira veio tarde.  Depois do rato, armou-se a ratoeira. «Depois da casa roubada, trancas na porta»."
"Kikongo","Mu mewe nzala katetokelanga nkandiko yovo kadungukinanga nkandi ko."," O esfomeado não consegue extrair uma noz de palmeira sem a quebrar. «A precipitação estraga as boas coisas». «Ao infeliz tudo lhe cai em cima: paga as suas culpas e as alheias» (prov. Umbundu).  «Burro com fome, caldo come»."
"Kikongo","Muntu kafwanga mewa zole ko"," O homem não morre duas vezes. Não ponhas inutilmente a tua vida em perigo, pois não há duas vidas, há apenas uma vida."
"Kikongo","Muntu wa sala kafwe nzala, muntu wa wuta kasâdi kaka, muntu wa sopa kazingi kaka"," Quem trabalha não pode passar fome, quem casou não deve viver isolado, quem teve filhos não deve viver abandonado.  Na vida, tudo tem uma compensação, pois quem semeia, colhe."
"Kikongo","Mvula n'kutu wansisa, ngeye wunga ikumpitule?"," A chuva me deixou intacto, és tu, nevoeiro, que me levarás? Trata-se de um desafio que um vencedor lança a uma força menor depois de ter resistido a uma força maior. - «Quem pode o mais pode o menos»."
"Kikongo","Mwan'a mfumu i mfumu yovo (variante): mbasi a mfumu i mefumu."," O filho do chefe é o chefe, ou o representante do chefe é o chefe. O filho de um chefe ou o seu delegado simbolizam a autoridade de quem eles representam."
"Kikongo","Mwangana ka tunga ko, yelena i tunga"," Dividindo-se não se constrói, mas corrigindo-se mutuamente é que se constrói. «A desunião enfraquece e destrói, a união faz a força e vence»."
"Kikongo","Mwan' okiyoka oluka variante: mwana ukiyokele ngangu kabakidi."," A criança que se queima torna-se sensata, pois o prejuízo torna sábio. «Gato escaldado de água fria tem medo». «O homem é um aprendiz: a  dor é o seu mestre» (A. Musset). «A experiência que não dói pouco aproveita» (Marquês de Maricá)."
"Kikongo","Mwan'otumamanga i udyanga, nkolami kadyanga ko yovo: ntumami i udyanga, nkolami kadyanga ko."," A criança que obedece é que é recompensada, quem não obedece não é recompensada. A obediência é fonte da bênção, mas a desobediência arrasta a maldição."
"Kikongo","Ngeye ulutanga, dyadi kadiambu dyaku ko e?"," Tu, que passas neste lugar, isto não te diz respeito?  O nosso sofrimento, o nosso infortúnio, a nossa morte, nada te dizem respeito? Esta chamada de atenção é destinada a pessoas insensíveis perante o espectáculo do sofrimento, da miséria e mesmo da  morte dos outros, que vêem sem olharem, entendem sem ouvirem ou presenciam a miséria sem acudirem."
"Kikongo","Ngeye usika nkele zitinini meno, nga mpunza zikwenda ko zeye ngolo zina mo e?"," Tu que vais disparar a espingarda tens os dentes a romper, sabes tu a força do fogo das balas que atingirão o teu objectivo?  O poder de fogo de qualquer máquina mortífera é superior às nossas simples caretas que não acrescentam nada a esse poder de fogo."
"Kikongo","Ngongolo a nsisi nki umyaminanga (unyaninanga)? mukuma kya ana, atekelo ye tumvulu!"," Terrível centopeia, diz-nos, porquê brilhas tu? Brilho por causa dos filhos, netos e bisnetos! Filhos, netos e bisnetos são a coroa dos pais e mais ainda dos avós."
"Kikongo","Ngyekamene mfilu, nkinga mvilu nkudikidi (ngikidi) yovo (variante): ngulu wele ku yola, kinga mvindu kele kiyikila.","Encostei-me à árvore tintureira para me repousar, ora era para me enegrecer ainda mais.  O provérbio exprime a decepção de alguém que contava com a assistência de um outro que, pelo contrário, lhe causou mais prejuízos não esperados. «Quem se senta numa marmita preta fica preto ao levantar-se» (Prov. Persa - Rosa Sha)."
"Kikongo","Nkento a tata keti weyi se kena? - e malafu vantu aku, oyuvulanga dyaka?"," Um filho acompanhando o seu pai para ir pedir a mão de uma outra mulher pergunta: Como é a mulher do pai? O pai lhe responde: As bebidas estão sobre a tua cabeça e tu  perguntas ainda acerca da mulher? Este provérbio é utilizado quando se considera inoportua uma pergunta cuja resposta está à vista. Isso equivaleria a: «forçar uma porta já aberta!»"
"Kikongo","Nkento utulanga ntu a mwana yakala mukitunga, ntu à mwana nkento kaulendanga fwana mulamba kya mwana yakala ko, yovo: mwana yakala kalendanga tula ntu a mwana nkento mulamba ko."," A mulher pode pôr a cabeça de um homem no seu cabaz,  mas a cabeça de uma mulher não poder chegar no cesto do homem."
"Kikongo","Nkisi a mpa, kinyenge wakala,  yovo: nkisi a mpa, seno okala."," Um novo fetiche e uma nova ideologia são choramingas. Todos os novos iniciados de um fetiche, de uma ideologia ou copistas dos novos padrões, têm tendência  em exagerar o modelo ou ultrapassar os seus mestres. Com este espírito de perfeccionismo, «a emenda torna-se pior que o soneto»."
"Kikongo","Nkok'ankokele, ngeye kokela kumwene kyoko?"," Fui arrastado por esta via. E não vistes o rasto no caminho? Diz-se de alguém que segue maus exemplos por falta de vontade mas que acusa os outros de trazê-lo pelo beiço."
"Kikongo","Nsudi a nwa valakyana"," O hálito da boca evita-se mantendo-se a distância uns dos outros. «Afastem as suas tentas, aproximem os seus corações». «pedir às pessoas de viverem juntas, é pedir-lhes de se querelar»."
"Kikongo","Nsuki nkutu yewutuka zawu zikunsisa, sungula yeno meno ye wana kumbasi"," Se o cabelo com o qual nasci me abandona, o que não posso sofrer de vocês os dentes que encontrei fora!  Este provérbio exprime um desprezo à ameaça de perder um bem da parte de quem já sofreu a perda de um bem maior, pois quem suportou uma grande perda, pode ainda suportar uma pequena.  «Na adversidade dos nossos melhores amigos, encontramos muitas vezes algo que não nos desagrada»."
