LUVUNU KA MVULUZI KO.,Portuguese
não estará firme perante os meus olhos» (Salmos 101:7).,Portuguese
"LUZENGA NTI, KONSO KUNA UBWILA KU SOLE.",Portuguese
sem saída.,Portuguese
170,Portuguese
"LUZITU LWA NKETO, YAKALA,",Portuguese
Uma mulher sem marido não se sente segura e realizada.,Portuguese
LUZITU ZITAZYIANA.,Portuguese
O respeito deve ser recíproco.,Portuguese
«O respeito depende da reciprocidade» (G. T. Zona),Portuguese
«Respeita e tu serás respeitado».,Portuguese
sera respecté.,Portuguese
will command respect.,Portuguese
IWAKILA MBUTA NKANGU WAMWANGANA.,Portuguese
Elimina o chefe e o povo dispersar-se-á.,Portuguese
cabeça.,Portuguese
"«Onde não há chefe, não há nem iniciativa nem autoridade».",Portuguese
171,Portuguese
26:23).,Portuguese
172,Portuguese
description,language
M,Portuguese
"MAKASI KA MATUMWANGA KO, LEMBERELWA",Portuguese
MALEMBEKELWANGWA.,Portuguese
"«Não se deve deitar o óleo no fogo para abrandá-lo ou, ainda menos, para apagá-lo».",Portuguese
Véteindre».,Portuguese
"MAKASI KA MATUNGANGA KO, VONDA KAKA MAVONDANGA.",Portuguese
«Harsh treatment pays no dividends».,Portuguese
MAKINU MA MBUTA MUNTU KA MANANGANGA KO.,Portuguese
MAKOKO MOLE MA NSUSU KA MAKOKWELANGA SANZA DIMOSIKO.,Portuguese
Dois galos não cantam na mesma capoeira.,Portuguese
Duas pessoas rivais não podem partilhar pacificamente um mesmo espaço.,Portuguese
espace.,Portuguese
173,Portuguese
"MAKUKA MENDA, MADINGA MASALA.",Portuguese
ponsables.,Portuguese
responsible ones.,Portuguese
MAKUKU MATATU MA VILANGA KINZU.,Portuguese
«Os deuses amam os números ímpares» (Virgile).,Portuguese
"MALAFU (MALAVU) MAVITANGA MA YEYE, MASUKININANGA",Portuguese
MAKOILA.,Portuguese
O vinho faz dançar um viúvo ou uma viúva.,Portuguese
174,Portuguese
Os nossos conselhos são o mantimento da juventude no caminho do cresci-,Portuguese
mento.,Portuguese
velhice sem muitos remorsos.,Portuguese
se desviará dele» (Prov. 22:6).,Portuguese
"MALU MAVUNDANGA, NWA KA UVUNDANGA KO.",Portuguese
ne se fatigue pas d'avoir trop parlé.,Portuguese
MAMBU MA NZO NKWENO KA MALANDWANGA KO.,Portuguese
Não se deve interferir nos assuntos da casa alheia.,Portuguese
175,Portuguese
MAMONA MBWA MAFWILA KU MBUNDU.,Portuguese
"MANSANGA YE NZIL ANDI, BOMBO YE NZIL' ANDI.",Portuguese
different moment.,Portuguese
"MASANGU DYAMO YE NKWA MENO, DYAMBU VOVA DYO YE NKWA",Portuguese
"MESO YE MATU (MASANGU UNDY YE NKWA MENO, DYAMBWA",Portuguese
UMVOVI YE NKWA NTONA YE NGINDU).,Portuguese
"Coma o milho com quem tem dentes, discute um problema com quem tem juízo.",Portuguese
"Como não se come milho com uma pessoa desdentada, também não se pode",Portuguese
entender-se com alguém desajuizado.,Portuguese
176,Portuguese
who has sound sense.,Portuguese
MATA NSAMBWADI VA KOKO KONSO MUNTU KALENGOZIOLA,Portuguese
"IWANDI,",Portuguese
Há sete espingardas no canto da casa. Cada um deve cuidar da sua própria.,Portuguese
own.,Portuguese
MATÉ MATAUKIDI KA MAVUTUKANGA DYAKA MU NWA KO.,Portuguese
"Na vida, é impossível voltar por traz.",Portuguese
Larousse).,Portuguese
Larousse).,Portuguese
M.Maloux — Larousse).,Portuguese
"MATÉ YE NZIL' ANDI, BOMBO YE NZIL ANDI.",Portuguese
das outras matérias do corpo.,Portuguese
177,Portuguese
rança».,Portuguese
Sha).,Portuguese
"«Na sombra, o fugitivo é vencedor do perseguidor» (Euripide? — citado por M-",Portuguese
Maloux - Larousse).,Portuguese
-S.G. Champion - Racial proverb - citado por M. Maloux .,Portuguese
citado por M. Maloux — Larousse).,Portuguese
Rosa Sha).,Portuguese
Maloux — Larousse).,Portuguese
prov. — Rosa Sha).,Portuguese
Larousse).,Portuguese
178,Portuguese
MATU KA MAWANGA KOLE KO (MAMBU MOLE KO).,Portuguese
MATU KANA MALEVELE KA MALENDI LUTA NTU KO.,Portuguese
MATU MOLE MATOMA NGWILU.,Portuguese
MAVILUKIDI VWETE NZOLE.,Portuguese
MAVUTA NDYA LUMBU KYA SIMA MO.,Portuguese
«Cada coisa no seu devido tempo».,Portuguese
179,Portuguese
MAWULU MA MBANZA TIMA ZIKILA.,Portuguese
Os buracos da aldeia ou cidade cavam-se e tapam-se constantemente.,Portuguese
Os problemas sociais pôem-se e resolvem-se constantemente.,Portuguese
MA WUNU MATUZEYE. MA MBAZI KATUZEYE MO KO.,Portuguese
"sente, mas não o futuro».",Portuguese
vérbio 27:1). .,Portuguese
sera fait.,Portuguese
aujourd'hui» (proverbes 27:1).,Portuguese
MAZA MATEKA MBUTA MAYUKUTA.,Portuguese
jovem.,Portuguese
encore inexpérimenté».,Portuguese
young.,Portuguese
180,Portuguese
young».,Portuguese
MAZA MATYAKUKIDI KA MAKUKAKANANGA KO.,Portuguese
"MAZOWA NSAMBWADI MATANANGA KIULA, NGEYE KANA",Portuguese
WASIMBISA LUKITUKIDI SE MAZOWA NANA.,Portuguese
"«Diz-me com quem andas, dir-te-ei quem tu és».",Portuguese
"MBADI DIDI MFUMU ANDI, NGA YANI MBADI ISIDI E?",Portuguese
próprio mal perecerá também. Marco Aurélia dá-nos o seguinte exemplo: «consi-,Portuguese
vida dos homens com uma horrível insolência como se fossem imortais; e como,Portuguese
"muitas cidades são inteiramente mortas, como Hélice, Pompeu e Herclanum, e",Portuguese
do pela morte da sua vítima ou está aniquilado depois desta.,Portuguese
181,Portuguese
za dos seus corações.,Portuguese
edness.,Portuguese
"MBAMBIZA NANKAYI: MU MESO UKIMWENENE, MU MATU",Portuguese
UKIWIDIDI NANGA VO NGANGU ZIKONDA.,Portuguese
"ferido. Na sua fuga, o animal encontrou uma lavradora e pediu-lhe protecção.",Portuguese
"explicou-lhe claramente dizendo: «estes são os chifres do antilope, tu os vês com",Portuguese
"os teus próprios olhos, e ouves com os tuas próprias orelhas o facio explicado por",Portuguese
182,Portuguese
«Um pequeno fogo é extinguido por um grande fogo» (Aristóteles).,Portuguese
«Might makes right».,Portuguese
O representante do chefe é chefe.,Portuguese
183,Portuguese
«O servo do rei é rei» (Prov. Judaico — Rosa Sha).,Portuguese
MBELE AMEWA MENO YELE BETELA YE KATI DYAWOLA.,Portuguese
"MBELE KANDA KANA YILWEKA, VUTULA MU KUTU (Yovo MU LUKETO).",Portuguese
family.,Portuguese
MBELE KANDA LUKETO NWENGA.,Portuguese
184,Portuguese
MBELE KA IZEYE MFUMU ANDI KO.,Portuguese
Uma faca não conhece o seu mestre para o não ferir.,Portuguese
Todo instrumento útil ao homem contém certos riscos e pode tornar-se contra o,Portuguese
"Da mesma maneira, «um feitiço pode virar-se contra o feiticeiro».",Portuguese
MBELE YINA MU LAMBA KYAKU INDWEKELE. WANA NGEYE KOKO,Portuguese
SIDI MO!,Portuguese
mente.,Portuguese
Tectement.,Portuguese
indirectly.,Portuguese
"MBEMBA KANA ZUNGA, KANA ZUNGA, E VUNDILU MFUMA.",Portuguese
MBENDE KANA KATAMBULA MPIPA ANYIKIDI TUTU.,Portuguese
"Quando uma pessoa importante anda num meio onde é desconhecida, é conside-",Portuguese
rada como uma pessoa sem valor.,Portuguese
185,Portuguese
MBENDE SAMBU KYA MWANA KYA MVONDESESA.,Portuguese
salvaguarda das suas crianças.,Portuguese
"gos» (João 15:13),",Portuguese
ama» (Léon Tolstoi).,Portuguese
"amis» (Jean 15:13), ou",Portuguese
(John 15:13).,Portuguese
MBEVO KOLA MUNS'ANDI KITETELA.,Portuguese
Um adulto em dificuldade deve saber desenrascar-se ele próprio para resolver os,Portuguese
seus problemas.,Portuguese
"MBEVO YELANGA IKINDANGA, YOVO IFWANGA.",Portuguese
Um doente tem duas saídas: curar-se ou morrer.,Portuguese
186,Portuguese
mort.,Portuguese
MBEVO ZOWA DYA NGANGA.,Portuguese
O doente é um joguete dos curandeiros.,Portuguese
«Um doente é um menino nas mãos do curandeiro».,Portuguese
"MBILA DYA ITOMANGA, MBILA MAMBU KA ITOMANGA KO.",Portuguese
MBILA KU LUMBU. VO KA YA DYA KO YA DYAMBU.,Portuguese
problema importante.,Portuguese
affaire importante.,Portuguese
problem.,Portuguese
"MBISI KANA IBWA VA NTOTO, KA ILENDI KONDA NKWEKENI KO.",Portuguese
187,Portuguese
MBIZIYA VWA VA LONGA. KA YA VWA MU MFUTA KO.,Portuguese
"«Todos os bens estão na natureza, pois existem em abundância animais na flores-",Portuguese
"«Tudo tem o seu tempo determinado, e há tempo para todo propósito debaixo do",Portuguese
"«Tudo tem um tempo para se erguer, e um tempo para cair.",Portuguese
188,Portuguese
MBOTE FUMBAMA KA TOLOKA KO.,Portuguese
"«Entre dois males, escolhe-se o menor e entre dois bens, escolhe-se o melhor».",Portuguese
"MBOTE MU YINDULA MPASI MU NTANGW'AKIESE, ZILENDA KUVANA",Portuguese
MPASI KO ZILENDA KUDIMBULWES'E VUVU KIA KWENDA KU,Portuguese
NTWALA.,Portuguese
sente.,Portuguese
MBOTE MWANA KAFWILA VA MOKO MA SE YE NGUDI ANDI. KANA,Portuguese
VOND'AMVONDELE.,Portuguese
189,Portuguese
"dimento da vingança» (Prov, Persa - Rosa Sha).",Portuguese
Não deis lugar ao diabo» (Ef.4:26).,Portuguese
MBOTE WASUKININA KANSI KU KONDI KO.,Portuguese
Better late than never.,Portuguese
MBOTE TOLOKA KA FUMBAMA KO.,Portuguese
recer na inactividade» (Bishop Cimberland).,Portuguese
190,Portuguese
í,Portuguese
|,Portuguese
!,Portuguese
!,Portuguese
1,Portuguese
1,Portuguese
out» (Bishop Cumberland).,Portuguese
"MBOTE YE MBI TUVANGANGA ZIKUTUVUTUKILANGA YETO MOSI,",Portuguese
"nossos filhos e/ou nossos netos, sem o sabermos.",Portuguese
mandamentos» (xodo:20:5-6),Portuguese
"dren, without our knowing. .",Portuguese
(Ex. 20:5-6).,Portuguese
parturition.,Portuguese
«O coração humano é uma forteleza inexpugnável».,Portuguese
«Coração só com o coração se entende» (P. André).,Portuguese
191,Portuguese
mal.,Portuguese
deur d'âme».,Portuguese
do tamanho do elefante.,Portuguese
MBUNDU AME ZEYE MO E?,Portuguese
rá?» (Jeremias 17:9).,Portuguese
peut rien y comprendre» (Jéremie 17:9).,Portuguese
192,Portuguese
"MBUTA KA BWE KO, NGA NZEVO MAKUNZI E?",Portuguese
"Como o homem é imperfeito, portanto todo chefe é também falível.",Portuguese
"MBUTA KA BWANGA KO, SASALA (SIELUMUKA) KAKA.",Portuguese
"Um velho não cai, apenas desliza.",Portuguese
se redresser.,Portuguese
"MBUTA KAFWE MFUNE KO, NZEMVO MAKUNZI E?",Portuguese
o sustentar.,Portuguese
queiras» (João 21:18),Portuguese
voudrais pas» (Jean 21:18).,Portuguese
193,Portuguese
"MBUTA KA BWE KO, NGA NZEVO MAKUNZI E?",Portuguese
"Como o homem é imperfeito, portanto todo chefe é também falível.",Portuguese
MBUTA KAKALANGA YE NTIMA WA DODWA KWA NSUSU KO.,Portuguese
Um homem adulto não deve ter um coração picado pelas galinhas.,Portuguese
"destempero, facilmente afectadas mesmo por uma ninharia.",Portuguese
"seu lado, e conclui: «se te encolerizas, é porque não tens razão». (Cândido Figuei-",Portuguese
194,Portuguese
MBUTA KA MWENANGA MU MAVUNDU KO.,Portuguese
dir sobre um caso.,Portuguese
INKOMBO-NKOMBO.,Portuguese
tolerable minimum.,Portuguese
MBUTA MBUNDU KABWISANGA.,Portuguese
MBUTA TIEME NKUNL NGANGU LEKE ZE SÃLA.,Portuguese
"«Mocidade ociosa, velhice vergonhosa».",Portuguese
"«Idle youth, painful old age».",Portuguese
195,Portuguese
"MBUTA UNATANGA NLEKE BWIDI MFUNE, KA NLEKE KO KANATA",Portuguese
MBUTA BWIDI MFEUNE.,Portuguese
"Um adulto pode transportar um jovem esfomeado, mas o jovem não o pode",Portuguese
fazer.,Portuguese
same.,Portuguese
MBWA DIDI MAKI MA MFUMU ANDI TADILU KISOBELE.,Portuguese
«O crime não compensa».,Portuguese
behaviour».,Portuguese
MBWA KAVILAKANANGA MFUMU ANDIKO.,Portuguese
Um cão não se esquece do seu dono.,Portuguese
Uma pessoa reconhecida nunca olvida o seu benfeitor.,Portuguese
Sha).,Portuguese
Sha).,Portuguese
196,Portuguese
NGA KADIAMBU KO E?,Portuguese
«Quem rouba um ovo acabara por roubar um boi» (H. V. Roy).,Portuguese
MBWA NZENZA NKIL ANDI LAPIKA.,Portuguese
"Numa aldeia alheia, um homem deve mostrar-se modesto.",Portuguese
te» (André Maurois).,Portuguese
mant» (André Maurois).,Portuguese
diamond».,Portuguese
"MBWA OYENDELA TIYA, MWENDENDE (OYENDELELA).",Portuguese
proveniência para dar conta da sua missão.,Portuguese
197,Portuguese
"MBWA UNA MU VATA KA VWETE KO, WEYI NSISI TUKIDI KU MFINDA",Portuguese
KA VWATILA? (KAKADILA WAVWATA?).,Portuguese
pano?,Portuguese
"MBWA UNA YE MALU MA YA, NZILA ZOLE KA KWENDANGA ZO KO.",Portuguese
«Não se pode cavar na vinha e no bacelo».,Portuguese
UKITUKA NA NKANDA.,Portuguese
"Sulco, obedece ao torrão e tornar-te-ás torrão também.",Portuguese
198,Portuguese
commands» (Emest Renan).,Portuguese
"MENA MVU KA KIMBUTA KO, VENA YE MVU ZA KIMPAPAVUKA.",Portuguese
précoces.,Portuguese
MENGA MAMOSIKA MAKWELANANGA KO.,Portuguese
Os do mesmo sangue não devem casar-se.,Portuguese
O casamento endogâmico é proibido,Portuguese
"MENGA WAKU, ZOLA WA NGANI: «NLEMBO SINA OMENGA NELMBO",Portuguese
KABULANGA YANDI KINDODI».,Portuguese
Odeia o teu irmão e ama um outro indivíduo: «O polegar odeia o dedo indica-,Portuguese
dor e ama o dedo médio com o qual ele consegue dar piparotes em detrimento,Portuguese
zem ou compensem diferentemente.,Portuguese
199,Portuguese
compensate them differently.,Portuguese
MENO MU NWA MA MENGI KANSI KA MAYUMANANGA KO.,Portuguese
"Os dentes na boca são muitos, mas não se zangam entre si.",Portuguese
caracteriza os corpos com faculdades superiores.,Portuguese
«Os dentes são todos irmãos uns para com os outros» (Prov.Africano).,Portuguese
caractérise os corps aux facultés supérieures.,Portuguese
MESO KAMA MONANGA NSONI KO LOKA MALOKANGA.,Portuguese
"«Onde não ha vergonha, não há honra» (Prov. Congolense).",Portuguese
"MESO MA MBOLONGO, VA LONGA MAMONENE.",Portuguese
nourriture.,Portuguese
"MESO UNKUTA, MALU UNKABU.",Portuguese
"Os olhos receiam, os pés avançam.",Portuguese
200,Portuguese
"MESO VO KA MA MWENE KO, MBUNDU KAVAVA KO YOVO MESO VO",Portuguese
"KA MA MWENE KO, VUMU KA VAVA KO.",Portuguese
"«Longe da vista, longe do coração».",Portuguese
«Os olhos comem também».,Portuguese
pourra pas réclamer.,Portuguese
complaint about.,Portuguese
«Eyes eat also».,Portuguese
nunca um refilão ameaçador.,Portuguese
mentos irrefutáveis...,Portuguese
ing recalcitrante .,Portuguese
ments.,Portuguese
"MFINDA INA YE MESO, YAKA INA YE MATU.",Portuguese
201,Portuguese
"MFINDA KANA VATILA YO SE YAKU, KANDA KANA SOPELA DIO SE",Portuguese
DIAKU.,Portuguese
yours.,Portuguese
MFINDA KIKOTELA WONGA YEKALA (IKALANGA).,Portuguese
Entrar sem autorização numa floresta alheia dá medo.,Portuguese
MFINDA KO VATILA KO KULENDI YO NATINA NYENDO KO.,Portuguese
Não se deve aproveitar do fruto dos esforços alheios.,Portuguese
«Quem regressa da seara alheia com um cesto cheio deve ser um ladrão» (H. V.,Portuguese
Roy).,Portuguese
n'avez pas semé.,Portuguese
(H.Yan Roy).,Portuguese
MFINGI SOLOLA NGONE.,Portuguese
esconderijo.,Portuguese
tância.,Portuguese
importance.,Portuguese
Só o dono do cão pode tirar o osso da boca do cão.,Portuguese
202,Portuguese
YOVO (Variante): MPFUMU KA WILANGA KUTU DIMOSI (KUMOSI) KO.,Portuguese
O chefe não houve por um só ouvido. .,Portuguese
Quem ouve apenas o acusador ou queixoso sem ouvir o acusado ou réu é um,Portuguese
homem injusto e um juiz parcial.,Portuguese
MFUMU KA KALANGA YE MVOVO MYOLE KO.,Portuguese
Um chefe não tem duas palavras.,Portuguese
«Um chefe não deve dar o dito por não dito»,Portuguese
MFUMU KAN'ANLOSA MATADI TUMBUKIDI.,Portuguese
movimento» (St. Expéry).,Portuguese
Expéry).,Portuguese
ing» (St. Expéry).,Portuguese
203,Portuguese
"MFUMU KANA KAVOVA KAKA, ANANGA ANTELAMENA.",Portuguese
desavindo com os seus subordinados.,Portuguese
"«Testemunha única, nenhuma testemunha» (Aforismo jurídico).",Portuguese
"«Témoignage unique, aucun témoignage» (Aforisme juridique).",Portuguese
"MFUMU KONZO, NGANGA KUTA.",Portuguese
Convida-se um chefe por um pedido respeitavelmente formulado.,Portuguese
position.,Portuguese
MFEUMU MAKONZO MANTWA Yovo MANYUKUTA.,Portuguese
"MFEUMU NKE, NKWA DYAMBU MBUTA.",Portuguese
assunto.,Portuguese
204,Portuguese
"MINDELE MI NWANA MU KUMBI, FITA KU DYA YE NWA.",Portuguese
Rochefoucauld).,Portuguese
cauld).,Portuguese
"MINWANA NZITU AKU KUNWANA MIO KO, NKI NZINGU UVINGILANGA",Portuguese
(OVINGILA)?,Portuguese
amigo.,Portuguese
«No aperto e no perigo se conhece o amigo ou amigos».,Portuguese
combat tu espêres?,Portuguese
friend.,Portuguese
"MIONGO YE MIONGO KAMIKUTANANGA KO, KANSI WANTU",Portuguese
AKUTANANGA.,Portuguese
mas «o homem precisa do homem».,Portuguese
205,Portuguese
man needs another man».,Portuguese
MÔLO VUNINA KUDI KIA NSENGO.,Portuguese
"«Quem se queixa, alhos come».",Portuguese
do bolo.,Portuguese
206,Portuguese
"Eu sou (como) o grilo, não cavo fundo.",Portuguese
very little.,Portuguese
"MONO MAKUMBANI, KANÁ KUMBA WAKU KUMBA WA NGANI. .",Portuguese
do outrem.,Portuguese
admirem também.,Portuguese
"Je suis «L' Admiration Mutuelle»: Si tu adimires tes hauts faits, admire aussi",Portuguese
qu'ils Fadmirent aussi. -,Portuguese
anothers.,Portuguese
recognition.,Portuguese
"MONO «NKAMA NTAMBU»: UMOSI VO KA UBAKIDI KO, WA NKAKA",Portuguese
BAKA UBAKA.,Portuguese
valerá.,Portuguese
profitera.,Portuguese
profit me.,Portuguese
"MONO NKIVA NKOSI: NKOSI WAFWA, NKILA WASALA TITILA.",Portuguese
207,Portuguese
"manifested. ,",Portuguese
DYAMBI KO.,Portuguese
coração do homem não aceita ser contrariado.,Portuguese
MONO YEKININA MU MBANZA SUNGULA MU VATA DIEKIVWILA,Portuguese
Yovo: MONO YE VOVELA MU MBANZA SUNGULA MU VATA,Portuguese
DYE KIVWILA.,Portuguese
melhor na minha aldeia.,Portuguese
"MOSO LUTEKA MA TUNWA Yovo MOSO MAZA LUTEKA, MATUNWA.",Portuguese
MO YENDA NZAMBA MO MANIS'E LOA.,Portuguese
"Onde o elefante passou, o orvalho secou.",Portuguese
«Grandes causas produzem grandes efeitos».,Portuguese
«Great causes produce great eifets».,Portuguese
208,Portuguese
MPAKASA KA TININWANGA MU NSINDU KO.,Portuguese
Não se foge do búfalo por causa das suas trepidações.,Portuguese
MPAKA YE MBUTA MATULA (Yovo VAKAMA),Portuguese
Uma discussão com um velho é uma contenda ou desavença.,Portuguese
Os jovens devem conversar com os velhos e necessariamente evitar toda disputa,Portuguese
com eles.,Portuguese
MPASI ZA WANTU AMBOTE LAU DIE IMPUMBULU.,Portuguese
"MPATU NANA KA WUTANGA ANA ENGI, NTAMBI ZAU KU MOSI.",Portuguese
ques.,Portuguese
209,Portuguese
juízes.,Portuguese
juges.,Portuguese
«Um presente é duas vezes agradáveis quando não é pedido».,Portuguese
"MPOLO YEZITA, KOSI DIALEVOKA Yovo: LUSE LWAZITA, KOSI",Portuguese
DIALEVOKA.,Portuguese
"O homem é respeitado na sua presença, mas é desonrado na sua ausência. Daí:",Portuguese
"«quem não aparece, esquece».",Portuguese
210,Portuguese
NDILUKO.,Portuguese
O cinturão não é um meio digno para aproveitar dos bens alheios.,Portuguese
golden-bed».,Portuguese
"MPUKU LUTIDI KALA, NTAMBU NSUKININA Yovo: MPUKU LUTIDI",Portuguese
KALA NTAMBU KU NIMA.,Portuguese
"«Depois da casa roubada, trancas na porta».",Portuguese
"MPUKU VO 1 NKUK'ANDI, KALENDI WO YAMBULA KO.",Portuguese
MPUKU YE NIOKA K'AKALANGA NWA MOSIKO.,Portuguese
Duas pessoas inimigas não podem viver juntas sem se prejudicarem.,Portuguese
Deux personnes ennemis ne peuvent pas vivre ensemble sans se faire mal.,Portuguese
each other.,Portuguese
20,Portuguese
"MPUSU (MBUMBA) VO VAIKIDI, MPUKU ZISIDI SAKANA.",Portuguese
"Quando o gato está fora, os ratos dançam.",Portuguese
"«Patrão fora, dia santo na loja».",Portuguese
MU MEWE NZALA KATETOKELANGA NKANDIKO Yovo,Portuguese
KADUNGUKINANGA NKANDI KO.,Portuguese
"«Burro com fome, caldo come»",Portuguese
«Precipitation prejudices good things».,Portuguese
"MUNA MOYEND'ENTUMBU, IMO YENDA MPE E SIMBA. Yovo MUNA",Portuguese
MUKWENDANGA NTUMBU IMULANDANGA SIMBA.,Portuguese
"«Tal pai, tal filho».",Portuguese
"«Tel pêre, tel fils».",Portuguese
"«Like father, like son».",Portuguese
"MUNA TWAYEND'E KINGANGA, E LUMBU KATUKELANI.",Portuguese
212,Portuguese
MU NGIVUDI MU MVWE NGANGU.,Portuguese
Quem pergunta é inteligente.,Portuguese
"MUNGWA KIMA KIA MBOTE, KANSI KANA USAKA, MADIA MA",Portuguese
KITUKIDI NKADI.,Portuguese
«Em tudo deve haver medida».,Portuguese
justiça» (Apolo).,Portuguese
"MUNGWA UNTEKI VA NZO, UNDIE MAKENGELE.",Portuguese
directa ou indirectamente.,Portuguese
213,Portuguese
NKAKA DIA SAKALALA.,Portuguese
"MUNTU KAFWANGA MEWA ZOLE KO,",Portuguese
O homem não morre duas vezes.,Portuguese
uma vida. .,Portuguese
Lhomme ne meurt pas deux fois.,Portuguese
KO: NDONA.,Portuguese
compraste é dona e livre como tu.,Portuguese
MUNTU OZITA KWA NDYONA UNZEYE YOVO KUN'ANZEYE.,Portuguese
conhecido.,Portuguese
214,Portuguese
"MUNTU WA SALA KAFWE NZALA, MUNTU WA WUTA KASÂDI KAKA,",Portuguese
"MUNTU WA SOPA KAZINGI KAKA,",Portuguese
"Quem trabalha não pode passar fome, quem casou não deve viver isolado,",Portuguese
quem teve filhos não deve viver abandonado.,Portuguese
"Na vida, tudo tem uma compensação, pois quem semeia, colhe.",Portuguese
gather.,Portuguese
MUNTU VENA KALAMIKINANGA VA KALAMUNWINANGA.,Portuguese
saire.,Portuguese
given place.,Portuguese
MUNTU WAYUVULA KADYA KYA NLONGO KO Variente: WAYUVULA,Portuguese
KADYA KYA MBIKO.,Portuguese
«Quem pede conselho evita Os erros».,Portuguese
215,Portuguese
"MUNTU VWIDI NKUMBI ANDI MADYOKO KADILA YO, NGEYE VO:",Portuguese
chez ta mêre.,Portuguese
"MVANGI DYAMBU MUNTU, NLANDI NZAMEBI.",Portuguese
"Quem faz um acto é o homem, quem recompensa ou pune é Deus.",Portuguese
"LENDA YOKA NSIYE TIYA, YOVO LENDA ZIMINA TIYA YE MAZA",Portuguese
YE VUVIKA YO.,Portuguese
"incendiar todo o país, ou pode apagar todo o fogo e e apaziguar o país e o povo.",Portuguese
MVULA INOKENE IKYELE.,Portuguese
O problema foi posto e resolvido.,Portuguese
216,Portuguese
MVULA KA ITOBULANGA MUNTU MAVUNDU KO.,Portuguese
MVULA KANA INOKA KYA YA KYANGA.,Portuguese
Um assunto levantado deve ser concluído.,Portuguese
blent pas.,Portuguese
"MVULA KANDA NOKA YE NOKA, KA IMANISANGA KO.",Portuguese
217,Portuguese
MVULA LONGO KA ITATIKANGA KO.,Portuguese
"«Casamento chuvoso, casamento feliz» (Maurice Maloux).",Portuguese
"«Mariage pluvieux, mariage heureux» (Maurice Maloux).",Portuguese
"«Rainy wedding, happy wedding» (Maurice Maloux).",Portuguese
"MVULA N'KUTU WANSISA, NGEYE WUNGA IKUMPITULE?",Portuguese
"MVULA NOKENA YO VANA NZO AKU, KA VA NZO NGANIKO.",Portuguese
«Muito pode o homem em sua casa».,Portuguese
MVULA YATINA NA NGANDU: TININI MATOSI YOVO MVULA FIOTI KU,Portuguese
"SEKE, KANSI UKIVUBIDI MU MAZA MAMEMGI MU NKOKO, NZADI",Portuguese
YOVO MBU.,Portuguese
Isso equiivale dizer: «sair da lama para se afundar num atoleiro» ou «atirar-se,Portuguese
218,Portuguese
Não se pode roubar para enterrar um morto.,Portuguese
perpetrar um crime para realizar uma nobre acção.,Portuguese
MVUMBI OFWA KYA MESO KA FWA KYA MATU KO.,Portuguese
"O morto é morio da vista mas não dos ouvidos. Isto é, o morto não vê mas",Portuguese
ouve.,Portuguese
Este provérbio é uma indicação da crença da sobrevivência dos mortos e da possi-,Portuguese
entend.,Portuguese
can hear.,Portuguese
Um escravo faz discreditar cem outros.,Portuguese
Este adágio aplica-se quando um delito cometido por um membro da sociedade se,Portuguese
«Para um pecam todos».,Portuguese
219,Portuguese
menos importante.,Portuguese
MWANA KANA KAZOLA NDUNGU LUMVANI TADI DY'E NDUNGU.,Portuguese
corrigir.,Portuguese
"Quem não acata os conselhos, deixam-lhe experimentar o pior para se corrigir,",Portuguese
mortar.,Portuguese
"MWANA KIWUTILA, MBONGO KISADILA KASADILWA KO.",Portuguese
ro alheio.,Portuguese
220,Portuguese
"O filho do chefe é o chefe, ou o representante do chefe é o chefe.",Portuguese
representam.,Portuguese
TULUMUKA.,Portuguese
sobrevir.,Portuguese
Este provérbio equivale dizer: «quem cá fica se governe».,Portuguese
221,Portuguese
ambiente.,Portuguese
tiges d'herbes.,Portuguese
animal specie trains their young through practical skills.,Portuguese
"MWANA NGANGU LONGELA MU YINGANA, MWANA ZOWA",Portuguese
TUMBULWELA.,Portuguese
O filho inteligente instrui-se pelos provérbios. O filho ignorante aprende pela,Portuguese
verdade crua.,Portuguese
«Para bom entendedor meia palavra basta».,Portuguese
nue.,Portuguese
«Á bon entendeur salut».,Portuguese
velhos lhes causaram» (Prov. Japonese - Rosa Sha).,Portuguese
deceptions their elders gave them» (Japonese prov. Rosa Sha).,Portuguese
O filho primogénito é o igual do pai.,Portuguese
222,Portuguese
MWANA S YE NGUDI.,Portuguese
"Uma criança deve ter um pai e uma mãe,",Portuguese
africain).,Portuguese
"MWANA UVONDANGA DISU DYA S, S KAVONDANGA DISU DYA MWANA",Portuguese
"Se o filho ferir o olho do pai, não haverá penalidade, mas se o pai ferir o olho",Portuguese
"do filho, ele incorrerá uma grande penalidade.",Portuguese
223,Portuguese
te mas o pai não pode prejudicar o filho sem incorrer uma penalidade por ser,Portuguese
fils.,Portuguese
impunity.,Portuguese
Gera-se uma criança mas não se gera o seu coração.,Portuguese
Os pais não podem responder pelas acções dos seus filhos.,Portuguese
«Os pais podem somente dar bons conselhos às crianças ou instrui-las nos bons,Portuguese
Meditations).,Portuguese
— Mazelden Meditation).,Portuguese
"MWANA VO FWIDIDI MU NKATA NGUDI ANDI, DILU KIE NDWELO.",Portuguese
"Quando um prato se parte nas mãos da dona da casa, não há berros.",Portuguese
Roy).,Portuguese
V. Roy).,Portuguese
224,Portuguese
"MWANA WABWAKR'E NSUKI, TUMBU KWA SE YE NGUDI YOVO",Portuguese
KW'AMBUTA.,Portuguese
